 quando                  | quem      | balcao | o_que                        | canal_criado/usado
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7507          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7507          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7508          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7508          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7509          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7509          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7510          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7510          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7511          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7511          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7512          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7512          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7513          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7513          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7514          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7514          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7515          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7515          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7516          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7516          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7517          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7517          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7518          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7518          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7519          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7519          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7520          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7520          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7304          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7304          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7521          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7521          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7522          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7522          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7523          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7306          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7523          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7493          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7306          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7493          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7299          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7299          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7524          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7307          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7524          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7307          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7525          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7525          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7308          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7308          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7526          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7526          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7309          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7309          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7527          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7527          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7310          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7528          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7528          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7529          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7529          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7530          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7530          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7531          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7531          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7532          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7532          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7533          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7533          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7598          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7598          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7599          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7599          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7600          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7600          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7601          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7601          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7471          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7471          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7609          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7609          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7608          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7608          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7607          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7607          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7611          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7611          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7610          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7610          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7606          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7606          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7612          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7612          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7613          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7613          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7614          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7614          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7615          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7615          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7616          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7616          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7617          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7617          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7618          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7618          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7619          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7619          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7620          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7620          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7621          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7621          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7622          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7622          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7623          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7623          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7602          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7602          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7311          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7311          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7312          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7312          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7305          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7305          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7313          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7313          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7314          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7314          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7315          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7625          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7625          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7626          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7626          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7627          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7627          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7628          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7628          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7629          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7629          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7630          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7630          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7631          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7631          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7632          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7632          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7633          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7633          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7634          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7634          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7635          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7635          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7636          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7636          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7637          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7604          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7637          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7604          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7638          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7638          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7640          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7640          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7641          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7641          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7642          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7642          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7643          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7643          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7624          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7624          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7644          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7644          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7645          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7645          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7646          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7646          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7648          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7648          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7639          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7639          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7647          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7647          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7603          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7603          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7605          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7605          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7597          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7597          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7310          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7747          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7315          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7747          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7753          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7753          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7721          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7721          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7748          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7748          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7722          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7722          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7752          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7752          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7723          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7723          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7751          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7724          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7751          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7724          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7725          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7754          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7725          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7754          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7726          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7726          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7750          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7750          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7727          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7727          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7749          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7749          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7728          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7728          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7755          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7755          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7756          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7756          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7757          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7757          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7758          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7758          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7759          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7759          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7760          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7760          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7761          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7761          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7762          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7762          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7763          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7763          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7764          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7764          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7765          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7765          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7766          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7766          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7767          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7767          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7768          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7768          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7769          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7769          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7770          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7770          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7771          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7771          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7772          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7772          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7773          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7773          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7774          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7774          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7775          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7775          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7776          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7776          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7777          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7777          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7778          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7778          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7779          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7779          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7780          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7780          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7781          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7781          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7782          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7782          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7783          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7783          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7729          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7729          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7730          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7730          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7731          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7731          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7733          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7733          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7734          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7734          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7732          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7732          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7735          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7735          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7784          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7784          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7736          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7736          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7841          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7841          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7838          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7838          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7840          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7840          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7842          
 2015-05-24 01:52:08     |  Balcao   | 5      | inicia_atendimento_cliente   | fc_7842          
 2015-05-24 01:52:08     |  Cliente  | 1      | pede_atendimento             | fc_7839          
 2015-05-24 01:52:08     |  Balcao   | 1      | inicia_atendimento_cliente   | fc_7839          
 2015-05-24 01:52:08     |  Cliente  | 2      | pede_atendimento             | fc_7843          
 2015-05-24 01:52:08     |  Balcao   | 2      | inicia_atendimento_cliente   | fc_7843          
 2015-05-24 01:52:08     |  Cliente  | 3      | pede_atendimento             | fc_7844          
 2015-05-24 01:52:08     |  Balcao   | 3      | inicia_atendimento_cliente   | fc_7844          
 2015-05-24 01:52:08     |  Cliente  | 4      | pede_atendimento             | fc_7845          
 2015-05-24 01:52:08     |  Balcao   | 4      | inicia_atendimento_cliente   | fc_7845          
 2015-05-24 01:52:08     |  Cliente  | 5      | pede_atendimento             | fc_7846          
